book,chapter,verse,huggingface_image_link,current_text,corrected_text,uncertainty_count,uncertainties,images
acts,17,5,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000200.png,וַיִהוּדִים אֲשֶׁר אֵינָם מַאֲמִינִים קִנְאוּרַת לָקְחוּ אֱלֹהִים חֲבֵל אֲשֶׁר בְּכָל־הַקְּדֻלּוֹ וּבִתְהוֹמוֹ עַל־נַעֲרֵי נִקְבָּהוֹ עַל־בְּרָא יָסוֹ וּיְבַקְשׁוּם לַהוֹצִיאָם אֶל־הָעָם,וַיִהוּדִים אֲשֶׁר אֵינָם מַאֲמִינִים בקנאת לָקְחוּ אֱלֹהִים חֲבֵל אנשי־בליעל ויקהילו ויהמו את־כל העיר ויקומו על־בית יסון ויבקשום לַהוֹצִיאָם אֶל־הָעָם,2,Verse 5: Fourth word 'קִנְאוּרַת' - possibly two words or unusual compound form | Verse 5: Eleventh word 'הַקְּדֻלּוֹ' - Dagesh in Dalet and unusual pointing,000200.png
acts,17,6,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000200.png,וְכַאֲשֶׁר לֹא מְצָאוּם וַיִּשָּׁבֶּהוּ אֶת־יָסוֹן וְאַחִים אֶל־הָעִיר וַיַּעֲקוּ כִּי הַפֹּסְכִים כָּל־הַתֵּבֵל הִמָּה בָאוּ־גַם פֹּה,וְכַאֲשֶׁר לֹא מְצָאוּם וימשכו אֶת־יָסוֹן וקצת האַחִים אֶל־נשיאי הָעִיר זעקים כִּי הנוסחי כָּל־הַתֵּבֵל הִמָּה בָאוּ גַם הפֹּה,2,"Verse 6: Third word 'וַיִּשָּׁבֶּהוּ' - Dagesh in Shin visible, possibly וַיִּשְׁאָבוּהוּ | Verse 6: Ninth word 'הַפֹּסְכִים' - unusual word, possibly הַפֹּכְכִים or similar",000200.png
acts,17,11,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000202.png,וְהָאֵלֶּה הָיוּ הָרִים מֵאַנְשֵׁי תֶסַלוֹנִיקָא כִּי קִבְּלוּ אֶת הַדָּבָר בְּכָל תוֹך יוֹמָם וְיוֹמָם נִכְתָּבִים אוֹם יִוָּתֵר כֵּן הַדְּבָרִים הָאֵלֶּה,וְהָאֵלֶּה הָיוּ חורים מאשר בתֶסַלוֹנִיקָא כִּי קִבְּלוּ אֶת הַדָּבָר עם כל־חוש וְיוֹמָם ולילה ההגו בכְתָּבִים אם יהיו כֵּן הַדְּבָרִים הָאֵלֶּה,1,Word boundaries in verse 11 are complex due to tight spacing,000202.png
acts,17,23,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000206.png,כִּי בְהִתְהַלְּכִי וּבְחָפְשִׂי אֶת־הַמִּזְבָּחוֹת אֲשֶׁר לָכֶם מָצָאתִי גַּם מִזְבֵּחַ אֲשֶׁר בּוֹ נִכְתָּב לְאֵל לֹא נוֹדָע אֲשֶׁר בְּלִי נָכְתָּב לְאֵל אֲשֶׁר בּוֹ נִכְתָּב לְאֵל לֹא יָדַעְתֶּם אוֹתוֹ אֲנִי מַגִּיד לָכֶם,כִּי בְהִתְהַלְּכִי ובהביטי את־בית יראתכם מָצָאתִי את הבמה אֲשֶׁר בּה נִכְתָּב לְאֵל לֹא נוֹדָע לכן את־־האל אֲשֶׁר בשגגה יָרעְתֶּם אוֹתוֹ אֲנִי מַגִּיד לָכֶם,1,verse 23 contains complex text with possible printing irregularities,000206.png
acts,18,3,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000212.png,וְכִי בָּן־אֱמוּנָתָם הוּא וּצַדִּיק יִיטַב כִּי בָּאֱמוּנָתָם אוֹתוֹ יַרְאֵת הַפָּרָת,וְכִי בָּן־אמנותם הוּא ויעזב אתם ויפעל כִּי אמנותם אורגי־יריעות המה,1,verse structure unclear due to page condition,000212.png
acts,19,26,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000228.png,וַלֹאו וְשׁוֹמְעִים אַתֶּם כִּי לֹא בִּלְבַד בְּאֶפְסוֹס כִּי אַף כָּל־אַסְיָא פּוֹלוֹס הַלָּז פְּמַעַט בְּכָל־אַסְיָא פּוֹלוֹס נָלָז מַסִּיחַ וּמֵסִיב עַם רַב לֵאמֹר כִּי אֵינָם אֱלֹהִים אֲשֶׁר בְּיָדַיִם נֶעֱשׂוּ,ורואים וְשׁוֹמְעִים אַתֶּם כִּי לֹא בִּלְבַד בְּאֶפְסוֹס כִּי אם כמעט בכָל־אַסְיָא פּוֹלוֹס הַלָּז מפתה ומסית עַם רַב לֵאמֹר כִּי אֵינָם אֱלֹהִים אֲשֶׁר בְּיָדַיִם נֶעֱשׂוּ,1,verse 26 contains unusual text flow and possible printing irregularities,000228.png
acts,19,31,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000230.png,וְאַנְשִׁים אֲחָדִים מִנְּשִׂיאֵי אַסְיָא רָעָיו בְּפוֹלוֹם שָׁלְחוּ אֵלָיו וַיִּתְחַנְּנוּ לוֹ מֵחֲדָא אֶת־נַפְשׁוֹ לְבֵית הַקָּהָל,וְאַנְשִׁים אֲחָדִים מִנְּשִׂיאֵי אַסְיָא רָעָי פוֹלוֹס שָׁלְחוּ אֵלָיו וַהתְחַנְּנוּ לוֹ מתתו אֶת־נַפְשׁוֹ לְבֵית הַקָּהָל,1,"מֵחֲדָא - unusual form, verify",000230.png
acts,19,34,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000232.png,וַיְהִי כַּאֲשֶׁר דָּמָם הַסּוֹפֵר אֶת־הַכֶּסֶף הַנִּמְצָא בֵּית־יְהוָה וַיִּתְּנֻהוּ עַל־יַד עֹשֵׂי הַמְּלָאכָה הַמֻּפְקָדִים בֵּית יְהוָה וַיּוֹצִיאֻהוּ לְעֹשֵׂי הַמְּלָאכָה אֲשֶׁר עֹשִׂים בְּבֵית יְהוָה,ובדעתם כ יהודי הוא בקול אחד כלם יחדו צעקו לשתי שעות לאמר גדלה היא ארטמיס,1,verse number partially obscured,000232.png
acts,19,37,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000232.png,וַיֹּאמֶר חֲזָאֵל מַדּוּעַ אֲדֹנִי בֹכֶה וַיֹּאמֶר כִּי יָדַעְתִּי אֵת אֲשֶׁר־תַּעֲשֶׂה לִבְנֵי יִשְׂרָאֵל רָעָה אֶת־מִבְצְרֵיהֶם תְּשַׁלַּח בָּאֵשׁ וּבַחֻרֵיהֶם בַּחֶרֶב תַּהֲרֹג וְעֹלְלֵיהֶם תְּרַטֵּשׁ וְהָרֹתֵיהֶם תְּבַקֵּעַ,הולכתם את־האנשים האלה אשר לא בזזו את־ההיכל ולא קללו את־אלהתכם,1,some nikud marks unclear due to print quality,000232.png
acts,20,35,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000244.png,כָּל־דְּבָרִים הוֹרֵיתִי לָכֶם כִּי כֹּה שָׁוֶה לָנוּ לְקַבֵּל אֶת־הַחֲלוּיִם לָזֵכֶר דִּבְרֵי אֲדֹנֵינוּ יֵשׁוּעַ כִּי הוּא אָמַר אָשְׁרֵי־הָאִישׁ הַמַּתִּיר לָחֶם מִשֵּׂאת,כָּל־דְּבָרִים חויתי לָכֶם כִּי כֹּה שָׁוֶה לָנוּ לְקַבֵּל אֶת־הַחֲלוּיִם לָזֵכֶר דִּבְרֵי אֲדֹנֵינוּ יֵשׁוּעַ כִּי הוּא אָמַר אָשְׁרֵי־הָאִישׁ המותיר לתת מִשֵּׂאת,2,הַחֲלוּיִם | הַמַּתִּיר,000244.png
acts,21,28,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000256.png,וַיִּקְרָאוּ אַנְשֵׁי יִשְׂרָאֵל עִזְרוּ כִּי זֶה הוּא הָאִישׁ אֲשֶׁר עַל־הָעָם וְעַל־הַתּוֹרָה וְעַל־הַמָּקוֹם יְהוָה אֶת־כֻּלָּם בְּכָל־מְקוֹמִים מְלַמֵּד וְגַם־אֱנוֹשׁ מִי־הֵבִיא לְהֵיכָל וַיְחַמְּאָ אֶת־מְקוֹשׁ הַקֹּדֶשׁ הַזֶּה,וזועקים אַנְשֵׁי יִשְׂרָאֵל עִזְורוּ כִּי זֶה הוּא האנוש אֲשֶׁר עַל־הָעָם וְעַל־הַתּוֹרָה וְעַל־הַמָּקוֹם הזה אֶת־כֻּלָּם בְּכָל־מְקוֹמִים מְלַמֵּד ועודנו מוליך בהֵיכָל ומטמא אֶת־מְקוֹם הַקֹּדֶושׁ הַזֶּה,2,word after וְגַם - may be אֱנוֹשׁ or אֱנוֹשִׁים | word before הַקֹּדֶשׁ - may be מְקוֹשׁ or מָקוֹם,000256.png
acts,21,29,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000256.png,כִּי לְרָאוּ אֶת־טְרוֹפִימוֹט הָאֶפֶסִי בְּעִיר עִלָּיו חָשְׁבוּ כִּי בְּהֵיכָל הִוּל בְּגוֹ,כִּי רָאוּ אֶת טְרוֹפִימוֹס הָאֶפֶסִי בְּעִיר עתו אותו חָשְׁבוּ כִּי בְּהֵיכָל הוליכנו,1,word after בְּהֵיכָל - may be הִוּל or הֵבִיא,000256.png
acts,21,30,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000256.png,וַתֻּהוֹם כָּל־הָעִיר וַיֵּהִי מְרוּצַת הָעָם וַיִּתְפְּשׂוּ בִּפְלוּס וַיִּמְשְׁכוּ אוֹתוֹ מֵחוּץ לְהֵיכָל גְּבוּרוֹת וְסָגְרוּ הַדְּלָתוֹת,וַתֻּהם כָּל־הָעִיר וַתהִי מְרוּצַת הָעָם וַיִּתְפְּשׂוּ את־פְולוּס וַיִּמְשְׁכוּ אוֹתוֹ מֵחוּץ לְהֵיכָל ומהרה נסגרו הַדְּלָתוֹת,1,word after לְהֵיכָל - may be גְּבוּרוֹת or other variant,000256.png
acts,21,33,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,וַיְקֹרֵב טָרֳי אֵלֵּף וּלְקָחָהוּ וַיֹּשֶׁב יֵאָסֵרֻהוּ בְּשְׁנֵי אֲלוּשִׁים בְּחוּקִי,וַיְקֹרֵב שר אֵלֵּף וּיקָחָהוּ וַיֹּצו ויֵאָסֵרֻהוּ בְּשְׁנֵי־אזקים ויחקר מי הוא ומה מעשיו,1,יֵאָסֵרֻהוּ - middle vowel pattern unclear,000258.png
acts,21,34,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,וַצְרוּדִים צָעַק מִי הוּא אֲדוֹנָיו פְּנָעַם בָּנָאִשׁר לֹא יָכֹל לָדַעַת אֱת־אֱמָה בְּעַבוּר הַבְּלוֹת וַיְשֵׁן לִהֲבִיאֹ אֵל־דְּוֹמְהַתוֹת,ואחרים זעקו את־אחרות בעם וכאשר לֹא יוכֹל לָדַעַת אֱת־אֱמָת בְּעַבוּר המלה ויצו לִהֲבִיאֹו אֵל־המחנה,2,צָעַק - second vowel could be Tsere | בָּנָאִשׁר - unusual spelling,000258.png
acts,21,36,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,אֲהַר הוּא גַּבֵּר יָמָא סָגִיא וַיִּקְרָא נָצִיק שְׁאִיֹהוֹ,ותבוא אחריו המון עם רב צעוק שְׁאוהוֹ,2,יָמָא - unusual form | סָגִיא - Aramaic influence,000258.png
acts,21,37,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,וַיַּחַל פּוּלִוש לְהָגִיד אֵל־תֵּי אַתָּה נָאִיכִיא סֶר מַשִּׁירֵהוּ פֵּלִוֹס,ובהחַל פּוּלִוס להובא אֵל־המחנה אמר לשר אלף אם כשר לפניך לדבר אליך והוא אמר הידעתה יונית,1,נָאִיכִיא - unclear vowel pattern,000258.png
acts,21,39,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,וַיֹּאמֵר פּוּלִוש אָנִי אִישׁ יְהוּדִי מִטַּרְסוּס עִיר קִילִיכִּיָא מִתְחַלֵל וַאֲשֶׁל אִין מִמְּךָ אֱת־נִבְחַר לְדַבֵּר אֵל־נָעַם,וַיֹּאמֵר פּוּלִוס אָנִי אִישׁ יְהוּדִי מִטַּרְסוּס עִיר קִילִיקיָא מהללה עירני שואל אני מִמְּךָ הניחה לי לְדַבֵּר אֵל־העַם,2,מִתְחַלֵל - unclear vocalization | נִבְחַר - dagesh unclear,000258.png
acts,22,17,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000264.png,וַיְהִי בְּשׁוּבִי יְרוּשָׁלַיְמָה וּבְהִתְפַּלְלִי בֵּיתְהַכֶּל כִּי חָרֵב הָיִיתִי בִּתְמוּרַתִי,וַיְהִי־בְּשׁוּבִי יְרוּשָׁלַיְמָה וּבְהִתְפַּלְלִי בֵּהַיכֶּל כִּי הָיִיתִי בתרדמה,1,בֵּיתְהַכֶּל - unclear if כ or כּ,000264.png
acts,23,6,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000270.png,וּבְכֵן יָדַע פּוּלוֹם כִּי חֵלֶק אֶחָד הָיָה מִצַּדּוּקִים וְחֵלֶק אֶחָד מִפְּרוּשִׁים וַיִּקְרָא בָּעֵדָה הָאֲנָשִׁים אַחַי אֲנִי פְּרִישִׁי הוּא בֵּן פְּרוּשִׁים וְעַל־תִּקְוַת תְּקוּמַת אָבוֹל,וכי יָדַע פּוּלוֹס כִּי חֵלֶק אֶחָד הָיָה מִצַּדּוּקִים וְחֵלֶק אֶחָר מִפְּרוּשִׁים וַיִּקְרָא בָּעֵדָה הָאֲנָשִׁים אַחַי אֲנִי מפרש הוּא בֵּן־נדון המתים המפרש וְעַל־תִּקְוַה ותְּקוּמַת אנכי,1,verse_6_incomplete,000270.png
acts,27,3,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000312.png,וְלִיּוֹם הַבָּא תָּגַעְנוּ בְּצִידוֹן וְיוּלִיּוֹס יְחַלֵּס אֶת־פּוֹלוֹס בְּחֶסֶד וּנָהַל אֲלֵהוּ כְּלֶכֶת אֶל־רֵעָיו לְבַקֵּשׁ דְּרוֹז רְצוֹה רְבָאוֹת לָשׁוּן נִקָּרִי לְעַצְמוֹתָיו,וְלִיּוֹם הַבָּא פגענו בְּצִידוֹן וְיוּלִיּוֹס התהלך אֶת־פּוֹלוֹס ברך וחֶסֶד והניחו ללכת אֶל־רֵעָיו לְבַקֵּשׁ רויה רוחה רפאות לשרו ושקוי לְעַצְמוֹתָיו,1,תָּגַעְנוּ possibly different nikud pattern,000312.png
acts,27,40,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000324.png,וַיְסִירוּ אֶת־הָאֲשֶׁר עַלוּ אֶת־הָעֲגוּנוֹת הָאֳנִיָּה אַנִיָּה לַיָּם וּפָתְחוּ הַתִּירוּ אֶת־עֲמֻדֵי הַחֻבֹּלָה וַהֲרִימוּ נֵס גָּדוֹל לָרוּחַ נָשְׁבָה בּוֹ לַחְקֹף אֶת־הַגָּבְשָׁה,וכאשר גללו אֶת־העגות הניחו אַנִיָּה לַיָּם וכאחד הַתִּירוּ אֶת־צמידי התחבולה וַהֲרִימוּ נֵס גָּדוֹל לָרוּחַ נָשְׁבָה בּוֹ לַתקֹוף אֶת־הַיבְשָׁה,2,הָאֲשֶׁר | עֲגוּנוֹת,000324.png
acts,27,41,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000324.png,וּבִנְפֹל אוֹתָנוּ אֶל־מָקוֹם מִשְׁתַּיִם הִתְקְדִימוּ בְּתֹקֵף אֶת־הָאֳנִיָּה וְרֹאשׁ הָאֳנִיָּה בָחֵת לַעֲמֹד וְלֹא נָמוֹט אַךְ אֲחוֹרָה קָרַע בְּעַם הַדַּכְאוֹן וְהַגַּלִּים,וּבִנְפול אוֹתָנוּ אֶל־מָקוֹם מִשְׁפתַּיִם הִתְקְדִימוּ בְּתֹקֵף אֶת־הָאֳנִיָּה וְרֹאשׁ הָאֳנִיָּה נחֵת לַעֲמֹד וְלֹא נָמוֹט אַךְ אֲחוֹרו נקָרַע בְּעַים הרוח וְהַגַּלִּים,2,בָחֵת | הַדַּכְאוֹן,000324.png
corinthians1,3,10,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000018.png,כְּחֶסֶד אֱלֹהִים וְהַחֶסֶד לִי כַּמָּה הָדְלֵק הָכָם שַׂרְתִּי אֶת־כֹּסֶד בֹּנֶה עָלָיו אִישׁ אַחַר וְאִישׁ יִרְאֶה עַל יְבְנֶה עָלָיו,כתחנת אֱלֹהִים הנתנה לִי כמו חרש חכם שַׂתִּי אֶת־יסֶוד ואחר יבֹנֶה עָלָיו אִישׁ אִישׁ יִרְאֶה איך יְבְנֶה עָלָיו,1,"הָדְלֵק - unusual form, possibly הֳדְלַק or הָדֵּק",000018.png
corinthians1,4,13,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000026.png,מְגַדְּפִים נְחַלֵּץ כַּסְּרֵי הָעוֹלָם נִהְיֵנוּ סִיג וּמְאוּס כֻּלָּם כְּסוּרָה בָּעֶרֶךְ תְּנוֹסֶת עַד־הַיּוֹם הַזֶּה,מנאצים נתחנן כמו מדמנות העולם היינו סחי וּמְאוּס כֻּלָּם כְּסוּחה בקרב חצות עַד הַיּוֹם הַזֶּה,1,"כַּסְּרֵי - unusual form, possibly printing variant",000026.png
corinthians1,4,16,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000028.png,פָּרְתַּנְתּוֹ רוּעְגוֹהוֹס קוּאֵ־מֵ יְמִיתֵיס,לכן שאל אני ממכם תדמו לי,1,verse_16_transcription_requires_verification,000028.png
corinthians1,5,12,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000034.png,כִּי־מָה אַפִי נַעֲשֶׂר בְּהוֹן הוּא לִשְׁפֹּט יֵאוֹתוּ הֲלֹא אֶת־אֲשֶׁר בְּבֵית הַשֹּׁפֵט׃,כִּי־מָה אלי ואשר בחוץ הוּא לִשְׁפֹּט אוֹתוּ הֲלֹא אֶת־אֲשֶׁר בְּבֵית תשפטו,2,"Verse 12: Word 3 'נַעֲשֶׂר' - uncertain vocalization, may be different vowel pattern | Verse 12: Word 4 'בְּהוֹן' - unusual lexical form, transcribed as visible",000034.png
corinthians1,6,1,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000034.png,אִישׁ אִישׁ מִכֶּם אֲשֶׁר לוֹ דִּבַּר עַל־דִּבְרֵהוּ וְיִתְמַלֵּא לְבוֹ לִשְׁפֹּט לִפְנֵי הָרְשָׁעִים וְלֹא לִפְנֵי הַקְּדוֹשִׁים׃,אִישׁ אִישׁ ממִכֶּם אֲשֶׁר לוֹ דִּבַּר עַל־רעהו הימלאו לְבוֹ לִהשְׁפֹּט לִפְנֵי־הָרְשָׁעִים וְלֹא לִפְנֵי הַקְּדוֹשִׁים׃,2,"Verse 1: Opening has ornamented letter, transcribed as part of word | Verse 1: Word 7 'וְיִתְמַלֵּא' - uncertain vocalization pattern",000034.png
corinthians1,6,2,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000034.png,הֲלֹא יְדַעְתֶּם כִּי־הַקְּדוֹשִׁים יִשְׁפְּטוּ אֶת־הָעוֹלָם וְאִם בָּכֶם יִשְׁפֹּט הָעוֹלָם הֲלֹא תִשְּׁוּ בָכֶם בְּמִשְׁפָּטִים קְטַנִּים מְזָה׃,הֲלֹא יְדַעְתֶּם כִּי־הַקְּדוֹשִׁים יִשְׁפְּטוּ אֶת־הָעוֹלָם וְאִם בָּכֶם יִשְׁפֹּט הָעוֹלָם הֲלֹא ישוו לכֶם מִשְׁפָּטִים קְטַנִּים הזה׃,1,"Verse 2: Last word 'מְזָה' - unusual form, transcribed as visible",000034.png
corinthians1,6,4,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000034.png,וְאִם עַל־דברי העולם הזה יִשׁ לָכֶם לִשְׁפֹּוט אוֹ זֹלוֹת לִבְנֵי אָדָם אֲשֶׁר בקהלה תושיבון בְּמִשְׁפָּט׃,וְאִם עַד־הֵנָה תְּבִיעוֹת הַתַּהְוָה יִשׁ לָכֶם לִשְׁפֹּט אוֹ זֹלוֹת לִבְנֵי אָדָם אֲשֶׁר בִּקְהַלַּת הַשֹּׁפֵט בְּמִשְׁפָּט׃,3,"Verse 4: Word 4 'תְּבִיעוֹת' - uncertain vocalization | Verse 4: Word 5 'הַתַּהְוָה' - unusual form, transcribed as visible | Verse 4: Word 9 'זֹלוֹת' - uncertain vocalization",000034.png
corinthians1,8,1,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000052.png,וְעַל־דְּבָרִי אֱלִילִים יֹדְעַנוּ כִּי לָנוּ יֵשׁ דֵּעָה וְדֵּעָה מִתּוֹחַת וְהָאַהֲבָה בּוֹנֶה,וְעַלי־זבחי אֱלִילִים יֹדְעַנוּ כִּי־לכלָנוּ יֵשׁ דֵּעָהוהדע מפיחה וְהָאַהֲבָה בּוֹנֶה,1,מִתּוֹחַת - unusual word form,000052.png
corinthians1,9,7,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000058.png,מִי גַם בַּמִּלְחֶמָה בַּחֲצָאוֹת עַצְמוֹ כִּי־עֵת אוֹ־מִי נֹטַע כֶּרֶם וּמִפִּרְיוֹ לֹא יֹאכַל אוֹ־מִי רֹעֶה צֹאן וּמֵחָלָב הַצֹּאן לֹא אָכַל,מִי נלחם מלמחה כתוצאות עַצְמוֹ בכל־עֵת אוֹ־מִי נֹטַע כֶּרֶם וּמִפִּרְיוֹ לֹא אוכל אוֹ מִי רֹעֶה צֹאן וּמֵחָלָב הַצֹּאן לֹא אוכל ,1,Verse 7: Some spacing and word boundaries in the long verse are uncertain due to line length,000058.png
corinthians1,9,12,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000060.png,אִם אֲחֵרִים לְשִׁלְטוֹן עֲלֵיכֶם כַּמָּה יוֹתֵר שָׁנָה אִם לֹא לָנוּ אֲבָל לֹא נְתַעֵנוּ בִשְׁלְטוֹנֵנוּ כֹּל בַּר יִבְעַת אֶחָד נוֹגֵעַ בְּשׁוֹנָת הַמָּשִׁיחַ,אִם אֲחֵרִים לוקחים להם שִׁלְטוֹן עֲלֵיכֶם כַּמָּה יוֹתֵר שוה אך לֹא לקחנו לנו־את שלטון הזאת כי אם כלכלתי כֹּל פן כיגיע אחד נוגיע בְּשׁוֹרת הַמָּשִׁיחַ,1,Verse 12 is very long and complex; some vowel marks may be ambiguous due to print quality,000060.png
corinthians1,10,17,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000070.png,כִּי לֶחֶם אֶחָד גְּלִיָּא אֲנַחְנוּ הָרַבִּים בַּיִת אֶחָד וּבְכֻסּוֹס אַחַת מִתְחַבְּרִים אֲנַחְנוּ,כִּי־לֶחֶם אֶחָד גויה אחת רַבִּים אנחנו כלנו אשר מלחם אֶחָד (ומכוס אחת) מִתְחַבְּרִים אֲנַחְנוּ,1,verse 17 shows significant lexical variants,000070.png
corinthians1,12,2,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000086.png,יְדַעְתֶּם כִּי בַּאֲשֶׁר הֱיִיתֶם גּוֹיִם אֶל הָאֱלֹהִים אֵלָּלִים כַּפִּי הַמֵּם וּלֹא יְדַבֵּרוּ כְּמוֹ אֲשֶׁר הוֹלַכְתֶּם אֶתְכֶם,יְדַעְתֶּם כִּי כאֲשֶׁר הֱיִיתֶם גּוֹיִים הלכתם אֶל־האֵלילִים פה להם וּלֹא יְדַבֵּרוּ כְּמוֹ אֲשֶׁר הוליכו אֶתְכֶם,2,Verse 2 appears incomplete or continues beyond visible portion | Word boundary between כַּפִּי הַמֵּם uncertain due to line break,000086.png
corinthians1,12,8,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000086.png,וּלְאֶחָד בְּרוּחַ נִתָּן דְּבַר חָכְמָה וּלְאֶחָד דְּבַר בֵּינָה בְּרוּחַ הַהוּא,וּלְאֶחָד בְּרוּחַ נִתָּן דְּבַר חָכְמָה וּלְאֶחָד דְּבַר בֵּינָה כרוּחַ הַהיא,1,Final word הַהוּא - Hataf vowel verification needed on הַ,000086.png
corinthians1,12,9,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000086.png,וּלְאֶחָד אֱמוּנָה בְּרוּחַ הַהוּא וּלְאֶחָד מַתְּנוֹת רִפְאוּאוֹת בְּרוּחַ הַהוּא,וּלְאֶחָר האֱמוּנָה כרוּחַ הַהיא וּלְאֶחָר מַתְּנוֹת הרִפְוּאוֹת כרוּחַ הַהיא,1,"רִפְאוּאוֹת - unusual orthography with double aleph, transcribed as visible",000086.png
corinthians1,12,28,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000092.png,וַיָּאוֹתִ אֵלֹהִים בַּקְּהִלָּה בָּרִאשׁוֹנָה אֶת־הַשְּׁלִיחִים שֵׁנִית הַנְּבִיאִים שְׁלִישִׂרֵה אֶת־הַכֹּהֲנִים וְאַחֲרֵיהֶם אֶת־הַכֹּחוֹת הַקְּדוֹשִׂים מַצִּילִים בְּחֲבָלוֹת וּמֵימֵי הַלְשׁוֹנוֹת,וישם אֵלֹהִים בַּקְּהִלָּה בָּרִאשׁוֹנָה אֶת הַשְּׁלִיחִים שֵׁנִית את־הַנְּבִיאִים שְׁלִישִׂית אֶת־המלמדים וְאַחֲרֵיהֶם אֶת־הַכֹּחוֹת ואחרי־כן מתנות הרפואות מעוים תחבולות ומיני הַלְשׁוֹנוֹת,1,"וַיָּאוֹתִ - first word difficult, possible alternative reading",000092.png
corinthians1,13,12,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/corinthians1/000096.png,בַּעֲבוּטִים אֲנַחְנוּ עַתָּה רֹאִים כְמַרְאוֹה בַּיְהוּדָה וְאַז מִינִים אֶל־פָּנִים פֹּה יִדְעֵם אֹתוֹ כְמוֹ נוֹדַעְתִּי וְאָז יָדַעְתִּי כְּמוֹ גַם־נוֹדַעְתִּי,מביטִים אֲנַחְנוּ עַתָּה כמו במַרְאה בחידה ואו מפנים אֶל־פָּנִים עת יודעים אנחנו בחלק ואז נדעה כמו נודעה,1,"Verse 12: Character בַּעֲבוּטִים - first word unclear, possibly variant spelling",000096.png
